visitorid,recency,frequency,monetary
380118,133,1,1
380635,30,1,1
381031,30,1,1
381045,42,2,2
381122,16,1,1
381186,46,1,1
381222,138,1,1
381263,74,1,1
381345,60,3,3
381439,71,1,1
381504,47,1,1
381564,35,1,1
381825,74,1,1
381872,25,1,2
381944,13,1,1
382286,11,1,2
382299,14,1,2
382460,7,1,1
382473,62,1,1
382509,133,1,1
382599,119,1,2
382721,79,1,1
382731,74,1,1
382750,76,1,1
382808,69,1,1
382902,39,1,1
382922,12,1,1
383087,20,1,1
383168,90,1,1
383271,52,1,1
383676,52,1,1
383786,7,3,3
384025,8,1,1
384126,77,1,6
384289,15,1,1
384345,38,1,1
384466,30,1,2
384535,118,1,1
384851,18,2,2
385071,81,1,1
385345,119,1,1
385414,82,1,1
385715,46,1,1
385779,122,1,1
385857,59,1,4
386187,24,1,1
386503,73,1,1
386656,123,1,1
386745,3,1,1
386777,136,1,1
386796,66,1,1
386842,129,1,1
386976,2,1,1
387037,61,1,1
387144,39,1,2
387388,81,1,2
387466,90,1,2
387516,58,1,1
387521,39,1,1
387538,77,1,1
387601,73,1,1
387860,105,1,1
387929,91,1,1
387931,77,1,1
388066,1,1,1
388182,46,1,2
388255,100,1,1
388441,77,1,1
388461,5,1,2
388556,74,1,1
388612,110,3,3
388679,72,1,1
388893,59,1,1
389030,129,1,1
389058,82,1,2
389066,111,1,1
389069,113,1,1
389287,7,1,1
389361,19,1,1
389441,105,1,1
389503,65,1,1
389532,120,36,52
389694,10,1,2
389757,22,1,1
389780,9,1,2
389947,60,1,1
390022,7,2,2
390023,78,1,3
390258,12,1,1
390314,105,1,1
390426,103,1,1
390499,8,1,2
390547,11,1,1
390625,9,1,1
390743,8,1,2
390770,62,1,1
390888,35,1,1
390933,11,1,1
391066,121,1,2
391094,10,1,1
391231,128,2,2
391258,14,1,1
391281,37,1,1
391300,7,1,1
391329,128,2,2
391446,136,1,1
391657,123,1,4
391814,44,2,3
391939,127,2,2
391980,134,1,1
392246,29,1,3
392296,35,1,1
392404,29,1,1
392448,35,1,1
392507,40,1,1
392739,29,1,1
392741,24,1,1
392826,81,2,3
392947,98,1,1
393085,27,1,1
393237,119,1,3
393239,87,1,1
393334,71,1,1
393480,134,2,2
393598,52,1,1
393634,92,1,1
393733,47,1,1
393947,17,1,1
393972,61,2,5
394054,4,1,1
394294,16,1,1
394366,27,1,1
394489,29,1,1
394686,39,1,1
394989,63,1,3
395411,82,1,1
395510,12,1,1
395522,108,2,2
395552,48,1,4
395585,59,1,1
395626,64,1,1
395650,73,1,1
395664,123,1,1
395684,64,1,1
395745,131,1,1
395920,56,1,1
395979,131,1,1
396040,66,1,1
396151,135,1,1
396571,52,4,7
396709,99,1,1
396761,102,2,3
397078,39,1,1
397091,92,1,1
397111,52,1,1
397272,111,1,1
397297,10,1,1
397350,84,1,1
397522,88,1,1
397573,62,1,1
397620,77,1,1
397639,73,1,1
397729,94,1,1
397738,53,1,2
398144,2,1,1
398205,59,1,8
398227,7,1,1
398617,56,1,1
398756,11,1,1
398779,100,1,1
399094,8,1,1
399290,24,1,1
399822,53,1,2
400159,1,1,2
400271,62,1,1
400596,114,1,1
400676,2,1,1
400737,121,1,1
400788,57,1,1
400794,44,1,1
400870,4,1,1
400991,42,1,1
401220,3,1,1
401323,65,1,2
401480,134,1,1
401663,85,1,1
401855,92,1,1
401860,99,1,1
401899,81,1,1
401979,19,1,3
402224,39,1,1
402233,114,1,1
402416,119,2,3
402529,92,1,1
403042,26,1,1
403341,53,1,1
403374,136,1,1
403492,34,4,4
403643,23,1,1
403777,9,1,1
403958,63,1,2
404036,8,1,2
404061,46,1,1
404146,22,1,1
404403,109,37,45
404798,138,1,1
404907,105,1,1
404945,52,1,1
405120,65,1,1
405156,53,2,4
405190,60,1,1
405676,101,1,1
405759,113,1,1
405804,134,1,2
405816,88,1,1
406203,74,1,1
406325,112,1,1
406338,126,1,1
406584,42,1,1
406902,31,1,1
407086,44,1,1
407277,21,1,2
407393,7,1,1
407522,42,1,1
407615,58,1,1
407633,102,2,2
407740,29,1,1
407747,24,1,1
407750,91,1,1
407800,121,1,1
407882,8,3,4
408063,47,2,3
408181,128,1,1
408300,125,2,2
408446,50,1,1
408630,15,1,1
408637,113,1,1
408762,3,1,1
408865,3,1,1
408951,123,1,1
409239,120,1,1
409412,21,1,1
409446,100,1,1
409635,55,1,1
409649,115,2,2
409799,8,1,1
409939,135,1,1
410094,59,1,1
410170,23,1,1
410314,62,1,1
410385,69,1,1
410452,60,1,3
410479,57,1,1
410486,89,1,1
410594,125,2,2
410663,129,1,1
410791,94,1,1
410801,41,1,1
410841,99,1,3
411182,77,1,1
411302,10,1,1
411554,22,1,1
411703,107,1,1
411798,12,1,2
412091,44,1,1
412092,9,1,1
412120,112,1,1
412234,1,1,2
412239,68,1,1
412249,54,1,1
412298,49,1,1
412353,133,1,1
412374,35,1,1
412403,134,2,2
412611,37,1,16
412692,46,1,1
412758,77,1,1
412781,58,1,2
413096,104,1,1
413174,10,1,1
413313,46,1,1
413498,54,1,1
413676,116,1,1
413758,81,2,4
413841,67,1,1
413938,61,1,1
414189,3,1,2
414249,56,1,1
414307,44,1,1
414326,119,1,1
414380,64,2,2
414480,54,1,1
414616,8,1,2
415080,53,1,1
415285,65,1,1
415316,71,1,1
415345,18,1,1
415453,56,2,2
415471,133,1,1
415617,94,1,1
415676,98,1,1
415859,28,1,1
415893,122,1,1
415923,78,1,1
416108,95,1,1
416295,71,1,1
416308,128,1,1
416426,109,1,1
416496,49,10,11
416697,80,1,1
416702,36,1,1
416882,59,1,1
417076,22,1,1
417153,21,1,1
417161,128,1,1
417215,97,1,1
417312,118,1,4
417594,128,1,3
418092,22,1,1
418115,65,1,1
418229,4,1,1
418307,57,1,1
418591,81,1,1
418630,65,1,2
418715,36,1,2
418745,18,1,1
418774,133,1,1
418867,52,1,2
418925,26,1,1
418959,73,1,1
418973,34,1,1
419048,108,1,1
419333,81,1,1
419475,10,1,2
419532,86,1,1
419535,136,1,1
419612,61,1,1
420421,66,1,1
420548,61,1,1
420572,84,1,1
420780,17,1,1
420807,8,1,1
420941,110,1,1
421085,12,1,1
421133,40,1,1
421440,88,1,1
421656,37,1,1
422045,44,2,2
422169,42,1,1
422291,75,1,1
422603,58,1,2
422618,15,1,1
422668,108,2,2
422745,126,1,2
422787,109,1,1
422894,100,2,2
423185,45,1,1
423686,127,1,1
423912,132,1,1
424432,116,1,1
424452,89,1,1
424472,57,1,4
424643,102,1,1
424706,93,1,1
424759,32,1,1
424807,92,1,1
424884,32,1,1
424955,57,1,1
425069,108,1,2
425131,74,1,1
425356,37,1,1
425428,18,1,1
425539,114,2,2
425614,22,1,1
425648,44,1,1
425801,33,1,1
426015,16,1,1
426059,135,1,1
426208,36,1,1
426226,79,1,1
426297,138,1,1
427158,36,1,1
427234,49,1,1
427346,135,1,1
427353,40,1,1
427421,94,1,1
427504,3,2,3
427583,59,1,1
427619,28,1,1
427622,7,3,3
427675,135,1,1
427724,123,1,2
427756,1,1,1
427854,58,1,1
427943,21,1,1
427949,11,1,1
428022,45,1,1
428189,52,1,1
428220,8,1,1
428251,84,1,1
428397,46,1,1
428415,25,1,1
428516,84,1,1
428853,86,1,1
428870,116,1,1
428886,106,1,1
428964,127,1,1
428976,65,1,1
429035,22,2,13
429126,113,1,1
429139,66,1,1
429169,43,1,1
429195,119,1,1
429213,105,2,2
429418,130,1,3
429461,11,1,2
429610,6,1,1
429764,47,1,1
430099,60,1,1
430152,24,1,1
430186,92,1,1
430190,95,1,1
430234,66,1,1
430569,93,1,1
430663,8,1,4
430822,93,2,2
430907,88,1,1
430913,7,7,12
430945,31,1,1
431138,67,1,1
431790,9,1,1
431811,104,1,1
431937,68,1,1
431941,78,1,1
431956,36,1,1
432060,136,1,1
432140,18,1,1
432335,44,1,1
432343,135,1,1
432345,42,1,1
432404,36,1,2
432499,107,2,2
432569,96,1,1
432644,39,1,1
432814,47,1,1
433031,137,1,1
433067,105,1,2
433111,19,1,2
433148,130,1,1
433256,15,1,1
433471,110,1,1
433583,25,2,6
433786,60,1,1
433791,20,2,2
434180,101,2,2
434250,6,2,2
434317,29,1,1
434333,131,1,1
434418,105,1,3
434489,90,1,1
434493,78,1,1
434507,25,1,1
434563,80,1,1
434601,85,1,1
434803,3,1,4
434900,134,1,1
434902,4,1,1
435019,135,1,1
435041,29,1,1
435104,99,1,1
435144,28,1,1
435336,95,1,1
435495,138,1,1
435603,16,1,1
435940,53,1,1
435977,116,1,2
436023,10,1,1
436334,112,1,1
436380,93,1,1
436517,18,1,1
436639,114,1,1
436662,90,1,1
436797,99,1,1
436967,14,1,1
437102,87,1,1
437906,25,1,1
437984,81,1,1
438222,76,1,1
438357,113,1,1
438441,106,30,47
438605,31,1,1
438780,64,1,8
439626,2,1,1
439737,83,1,1
439811,107,2,2
440136,15,1,1
440213,87,1,1
440289,88,1,1
440481,102,1,1
440486,125,1,1
440612,81,1,2
440630,10,1,1
440666,68,1,1
440745,114,1,1
440802,71,1,2
440899,112,1,1
440941,61,1,1
441024,4,2,4
441318,115,1,1
441381,111,1,1
441470,135,1,1
441506,59,1,2
441527,61,1,1
441641,135,1,1
441688,78,1,1
441737,70,1,1
441782,9,1,1
441858,92,1,1
442319,112,1,1
442692,16,1,1
442771,30,1,1
442882,128,1,1
442911,58,1,1
443006,44,1,1
443013,4,1,1
443200,85,1,1
443581,115,1,1
443938,126,1,1
444320,71,1,1
444359,23,1,1
444654,56,1,1
444847,5,1,2
445175,25,1,1
445226,112,1,1
445245,17,1,1
445564,118,1,1
445764,105,1,1
446044,95,1,1
446062,46,1,1
446206,102,1,3
446252,32,1,1
446421,114,1,1
446543,21,1,1
446718,79,1,1
446730,13,1,1
446744,93,1,1
446931,102,1,2
446985,37,1,2
447078,72,1,1
447164,115,1,1
447235,54,1,1
447385,1,1,1
447405,79,1,4
447407,30,1,1
447415,45,1,4
447934,46,1,1
447985,92,1,1
448326,77,1,1
448356,54,1,1
448370,57,1,1
448386,66,1,1
448398,50,1,2
449026,42,1,1
449226,133,1,1
449371,58,1,1
449506,16,1,1
449727,4,1,2
449785,72,1,2
449843,52,1,1
450043,99,1,1
450090,50,1,1
450098,44,1,1
450190,130,1,1
450303,11,1,1
450322,98,1,1
450579,116,1,1
450596,23,1,1
450702,42,2,2
450732,21,1,2
450873,37,1,1
450950,92,1,1
450966,3,1,1
450977,113,1,1
451001,115,1,1
451072,14,1,1
451106,107,1,1
451189,13,1,1
451333,132,1,1
451610,94,1,1
451673,103,1,4
451676,50,1,1
451822,58,1,1
451953,22,1,2
451990,37,1,1
452009,48,1,1
452090,116,1,1
452114,90,1,1
452149,31,1,1
452189,119,1,1
452250,50,1,1
452316,88,1,1
452625,132,1,1
452649,53,1,1
452653,125,1,1
452811,50,1,1
452965,71,1,1
453067,114,1,2
453287,91,1,1
453323,122,1,1
453338,51,1,1
453409,134,1,1
453926,11,1,1
453995,34,1,1
454102,44,2,2
454180,95,1,1
454363,13,1,1
454380,23,1,1
454636,128,1,1
454654,4,1,6
454690,71,1,1
454731,117,1,1
454808,81,1,1
454812,9,1,1
454907,79,1,1
455050,27,1,1
455136,50,1,1
455241,1,1,1
455429,82,1,1
455557,18,4,8
455562,67,1,1
455580,120,1,1
455628,92,1,1
455863,8,1,1
456000,61,1,1
456079,10,1,1
456252,27,1,1
456502,66,1,1
456617,102,1,3
456741,73,1,2
456829,72,1,1
457028,29,1,2
457097,77,1,1
457246,35,1,1
457524,46,1,1
457547,59,2,11
457831,120,1,1
457978,17,1,5
458059,137,1,1
458069,45,1,1
458095,29,1,1
458108,87,1,1
458267,84,1,1
458337,129,1,2
458400,13,1,1
458738,59,1,1
458788,54,3,3
458856,114,1,1
458889,94,1,1
458981,128,1,2
459290,12,1,2
459332,79,1,1
459752,94,1,1
459834,100,1,1
459986,88,1,1
460170,40,1,1
460227,4,1,1
460240,36,1,2
460412,138,1,1
460425,13,1,1
460599,92,1,2
460601,96,1,4
460668,59,1,1
460720,15,1,1
460900,20,1,1
460926,68,1,1
461088,89,1,1
461094,129,1,1
461414,82,1,1
461468,47,1,1
461700,77,1,1
461703,138,1,2
461960,122,2,2
462027,106,1,1
462756,92,1,1
463060,83,1,1
463111,4,1,1
463202,77,1,1
463223,17,1,2
463354,37,1,1
463366,42,1,1
463408,74,1,1
463466,12,1,1
463688,9,1,1
463740,26,1,1
463917,125,1,1
464138,109,1,1
464250,70,1,1
464410,34,2,10
464435,69,1,3
465427,37,1,1
465431,62,1,2
465507,91,1,1
465669,16,1,1
465862,31,1,2
465949,63,1,1
465974,21,1,1
465999,111,1,1
466004,23,1,1
466227,53,1,1
466290,135,1,1
466364,25,1,1
466583,8,1,1
466691,21,1,2
466805,55,1,1
466834,15,1,1
466869,71,1,1
466944,2,1,1
467086,60,1,1
467433,87,1,1
467595,61,1,1
467775,11,1,1
467899,48,2,4
468035,67,1,1
468096,3,1,1
468154,107,1,1
468301,25,1,1
468318,59,2,2
468466,114,3,8
468499,33,1,1
468595,77,1,1
468853,63,1,1
468986,121,1,1
469022,3,1,13
469048,116,2,2
469105,107,1,1
469410,114,1,3
469559,64,1,1
469785,30,1,1
469791,123,1,1
470165,108,1,1
470176,47,1,1
470316,74,1,1
470377,125,1,1
470444,31,1,1
470487,18,1,1
470579,52,1,1
470745,89,1,1
470859,130,1,1
470891,128,1,1
470959,6,1,3
471176,62,1,1
471210,74,1,1
471338,67,1,1
471437,50,1,1
471485,83,1,1
471670,63,1,1
471929,121,1,2
471950,16,1,1
472290,30,1,5
472487,103,1,2
472614,127,1,1
473021,117,1,1
473074,28,1,1
473078,17,1,1
473357,50,1,1
473366,129,1,1
474257,88,1,1
474313,69,1,1
474497,30,1,1
474650,110,1,1
474912,74,1,1
474956,21,1,1
474972,54,1,1
475172,4,8,13
475204,81,1,2
475268,119,1,1
475303,133,1,1
475447,123,1,1
475479,58,9,14
475717,9,1,1
475994,111,1,1
476125,43,1,1
476132,79,1,1
476165,134,1,1
476207,129,1,1
476273,31,1,1
476523,63,1,3
476773,113,1,1
476780,45,1,1
476870,62,1,1
477155,113,1,1
477390,67,1,1
477505,118,1,1
477566,49,1,2
477743,31,1,1
477826,54,25,27
477941,118,1,1
478054,113,1,14
478518,9,1,2
478763,108,1,1
478902,8,1,1
478995,60,1,1
479005,46,1,1
479127,23,1,1
479324,108,1,1
479343,134,1,1
479891,92,1,1
480000,11,1,1
480011,12,1,1
480064,123,1,1
480198,45,1,1
480203,32,1,2
480399,7,1,1
480440,3,1,1
480552,79,1,1
480593,109,1,1
480624,10,1,1
480628,18,1,1
480666,112,1,1
480722,131,1,1
480744,62,1,3
480933,50,1,2
481102,126,1,1
481437,19,1,7
481481,126,1,1
481630,126,1,1
481830,122,1,1
481873,31,1,1
481915,25,1,1
481982,63,2,2
482240,64,1,1
482401,44,1,1
482439,108,1,1
482558,51,1,1
482614,22,1,1
482752,1,2,2
483048,7,1,1
483098,112,1,1
483168,99,1,1
483194,77,1,1
483303,104,1,1
483316,2,1,1
483336,54,1,2
483363,116,1,4
483471,103,3,3
483743,67,1,1
484064,6,1,1
484291,116,1,1
484451,87,1,1
484459,55,1,1
484584,21,1,1
484641,113,2,2
484875,11,1,1
485161,94,1,1
485368,58,1,3
485680,34,1,1
485689,31,3,3
485699,15,1,1
485795,31,1,2
485812,7,1,1
485995,54,1,1
486312,13,2,2
486346,65,1,1
486538,38,1,1
486681,86,1,1
486906,59,1,1
486983,102,1,1
487062,4,1,1
487295,72,1,1
487536,23,1,1
487541,45,1,1
487568,29,1,1
487723,117,1,1
487926,133,1,2
488020,43,1,2
488277,104,1,1
488322,38,1,3
488343,71,1,1
488462,64,1,1
488490,119,1,1
488712,46,1,1
488723,120,1,1
488858,34,3,5
489033,53,1,1
489217,112,1,1
489659,22,1,1
490113,74,1,1
490177,93,1,1
490223,20,2,2
490604,17,1,1
490684,70,1,1
490755,52,1,1
490761,100,1,3
490857,73,1,1
490916,116,1,1
491108,56,1,2
491192,23,1,1
491245,133,1,1
491280,126,1,1
491323,88,1,2
491610,9,1,1
491657,77,1,1
491737,37,1,1
491895,94,1,1
491908,71,1,2
491949,50,1,1
491961,5,2,2
492191,107,1,1
492384,47,1,1
492404,63,1,1
492432,35,1,1
492470,87,1,1
492796,77,1,2
492800,47,1,1
492867,134,2,2
493111,110,1,1
493156,58,1,1
493213,60,1,1
493231,120,1,1
493239,78,1,1
493320,129,1,1
493601,78,1,1
493613,56,1,1
493708,9,1,2
493930,22,1,1
494059,120,2,3
494239,107,1,1
494335,106,1,1
494369,102,1,1
494396,106,1,1
494464,74,1,2
494576,80,1,1
494643,19,1,1
494728,10,1,1
494791,124,1,1
495095,20,1,1
495139,115,1,1
495152,58,1,2
495385,115,1,1
495597,58,1,1
495782,70,1,1
496310,51,1,1
496313,54,1,1
496425,112,1,1
496489,52,1,1
496628,75,1,1
496689,13,1,1
496796,74,1,1
496986,32,1,1
497100,23,1,4
497167,75,2,2
497270,59,1,1
497351,23,1,1
497371,8,1,9
497449,16,1,1
497546,106,1,2
497721,67,1,1
497761,90,1,2
497789,127,1,1
497826,109,1,1
497827,52,1,2
497935,3,1,4
498134,15,1,1
498136,3,1,2
498233,60,1,1
498259,122,1,1
498381,104,1,1
498657,32,1,1
498856,28,3,3
499155,74,1,1
499246,71,2,2
499382,71,1,1
499686,127,1,4
499745,53,1,1
499833,107,1,1
499910,84,1,1
500008,109,1,1
500130,21,1,4
500167,16,1,1
500412,107,1,1
501099,10,1,1
501184,70,1,2
501189,120,1,1
501391,124,1,1
501429,1,1,1
501594,8,1,1
501814,8,1,3
502083,72,1,1
502170,42,1,1
502189,99,3,3
502408,15,1,2
502586,3,1,1
502593,123,1,1
502646,79,1,1
502658,9,1,1
502778,118,1,2
502892,123,1,1
502974,84,1,1
503040,123,1,1
503136,30,1,1
503405,135,1,1
503427,90,1,1
503469,115,1,1
503489,94,1,1
503511,105,1,1
503542,127,1,1
503587,9,1,1
503671,85,1,1
503691,22,1,1
503800,136,1,1
503857,105,19,19
503889,11,1,1
503891,98,1,1
503906,15,1,1
504204,74,1,1
504634,83,1,1
504656,26,1,2
504827,84,1,1
504901,108,1,1
504978,128,1,1
505168,117,1,1
505313,59,1,1
505455,83,1,1
505471,52,1,2
505565,109,1,1
505568,57,1,2
505739,99,1,1
505824,93,1,1
505988,137,1,1
506007,102,1,1
506086,70,1,1
506260,25,1,1
506308,110,1,3
506467,106,1,1
506763,88,1,1
506800,77,1,1
506838,13,1,1
506843,85,1,1
506913,64,1,1
507103,92,1,2
507246,50,1,1
507351,88,1,1
507593,40,1,1
507612,7,1,1
507743,79,1,1
507994,51,1,1
508278,56,1,1
508334,105,1,1
508520,121,1,1
508609,129,1,1
508655,9,1,1
508719,4,1,1
508863,119,1,1
508929,135,1,1
509017,17,2,2
509109,98,1,4
509343,92,1,2
509346,16,3,4
509434,3,1,1
509444,57,2,6
509679,117,1,1
509833,99,1,1
510215,12,1,1
510429,4,1,1
510546,23,1,1
510974,93,1,1
511086,60,1,1
511161,49,1,1
511312,30,1,1
511438,50,1,1
511646,46,2,2
511708,78,1,1
511779,115,1,1
512033,12,2,4
512180,67,1,1
512281,43,1,1
512833,129,1,1
512920,127,1,1
513361,2,1,1
513374,10,1,1
513408,19,1,1
513479,92,1,1
513497,115,1,1
513593,5,1,1
513830,26,1,1
513854,10,1,1
513984,33,2,2
514028,28,1,1
514217,113,1,1
514625,26,1,1
514740,126,1,1
514825,65,2,2
514943,82,1,1
515710,31,1,1
515716,23,1,1
515719,43,1,1
515890,66,1,3
515906,17,1,1
515962,51,2,2
515977,109,1,1
516143,28,1,1
516157,31,1,1
516166,124,1,1
516261,94,2,2
516355,21,1,1
516563,44,1,2
516648,116,1,1
516732,22,3,3
516778,32,1,1
516784,85,1,1
517019,56,1,1
517088,113,1,1
517613,70,1,1
517690,114,1,1
517720,101,1,1
517951,134,1,1
518294,89,1,1
518417,57,1,1
518461,58,1,1
518659,9,17,40
519103,55,1,1
519346,44,1,1
519535,62,1,1
519563,23,1,1
519586,22,1,1
519736,61,1,1
519839,68,25,38
519885,51,2,6
519945,53,1,1
519955,36,1,1
520238,32,1,1
520278,111,1,1
520400,117,1,1
520459,41,1,1
520501,130,2,2
520510,6,1,1
521014,111,1,1
521228,93,1,1
521261,85,1,1
521286,124,1,1
521419,96,1,1
521451,14,1,1
521488,64,4,4
521494,66,1,1
521563,84,3,3
521576,10,1,1
521580,72,1,1
521734,102,1,1
521802,53,1,1
521833,127,1,1
521841,63,1,1
522018,75,1,1
522192,35,1,1
522427,21,1,2
522428,64,1,1
522568,28,3,3
522644,45,1,2
522739,54,1,3
523058,15,1,1
523281,119,1,1
523381,98,1,1
523543,129,1,1
523640,130,2,2
523654,48,1,1
523663,9,1,2
523703,58,1,2
523878,106,1,1
523988,11,1,1
524115,118,4,4
524146,56,1,2
524680,41,1,1
524682,61,1,1
524905,32,1,1
524974,2,1,1
525008,10,1,1
525170,74,2,2
525173,124,1,1
525183,110,1,1
525397,60,1,2
525437,127,1,1
525445,67,1,2
525529,91,1,1
525851,26,1,1
526081,59,1,1
526183,54,1,1
526452,118,1,1
526603,4,1,1
527033,84,1,1
527035,1,1,1
527144,61,1,1
527277,105,2,5
527476,32,1,1
527506,7,1,1
527722,136,1,1
527782,93,1,1
527789,87,1,1
527815,131,3,3
527872,92,1,2
527903,37,1,1
528074,89,2,6
528082,38,1,1
528169,46,1,2
528198,69,1,1
528211,115,1,1
528336,72,1,2
528531,57,1,4
528547,49,1,1
528934,91,1,1
529164,26,1,1
529248,65,1,1
529312,86,1,1
529371,17,1,1
529601,108,1,1
529925,11,2,5
530033,105,5,5
530205,108,1,1
530277,59,1,1
530559,2,221,286
530617,114,1,1
530726,124,1,1
530863,109,5,6
530984,93,1,1
530999,7,1,1
531000,133,1,4
531340,4,1,1
531440,72,1,1
531569,50,1,1
531661,96,4,4
531706,74,1,1
531869,88,1,1
531957,73,1,1
532126,117,1,1
532242,52,1,1
532247,23,1,1
532307,37,1,1
532444,91,1,1
532514,74,1,1
532571,53,1,1
532575,46,1,1
532641,45,1,1
532853,29,1,1
532932,22,2,2
533142,8,1,1
533153,24,1,1
533357,35,1,1
533484,43,1,1
533553,32,1,1
533824,35,1,1
533967,64,1,1
534021,7,1,1
534073,7,2,3
534123,4,1,1
534151,69,1,1
534217,99,1,1
534341,23,1,1
534689,36,1,1
534712,100,1,2
534814,49,1,1
534914,46,1,1
535009,37,1,1
535091,92,1,1
535410,87,1,4
535433,94,1,1
535446,31,1,1
535471,114,1,2
535618,99,1,1
535623,13,1,1
535835,76,1,1
536244,53,1,1
536255,27,1,1
536257,91,1,1
536478,88,1,1
536661,133,1,1
536757,108,1,1
536804,73,3,16
536824,7,1,1
536938,133,1,1
536952,135,1,1
537127,82,1,1
537189,109,1,1
537309,18,1,1
537639,65,3,6
537692,114,1,2
537742,15,1,1
537781,105,1,1
537828,133,1,1
538000,70,1,1
538189,72,1,1
538288,74,1,1
538534,100,1,1
538822,7,1,1
539043,57,1,2
539225,52,1,1
539388,52,1,1
539612,27,1,1
539661,19,1,2
539833,41,1,1
539910,65,1,1
540284,78,1,1
540350,32,1,1
540368,29,1,1
540387,62,1,1
540789,62,1,1
541012,95,1,1
541173,123,1,1
541296,125,1,1
541315,32,1,1
541411,39,1,1
541474,12,2,2
541479,95,1,1
541552,55,1,1
541564,8,2,2
541685,38,1,1
541997,62,1,2
542030,18,1,1
542156,44,2,2
542159,9,1,1
542183,104,1,1
542453,87,1,2
542485,18,1,1
542498,88,1,3
542575,2,1,2
542646,5,2,2
542702,126,7,7
542731,86,1,1
542750,5,1,1
543122,28,1,1
543357,36,1,1
543365,14,1,1
543423,11,2,2
543532,60,1,1
543762,20,1,2
544129,135,1,1
544205,115,1,1
544660,29,1,1
544724,126,1,1
544774,59,1,1
544849,111,1,1
545365,58,1,1
545539,127,1,1
545808,97,1,2
545846,68,1,2
546022,97,1,1
546086,1,1,2
546210,73,1,1
546355,100,1,1
546406,57,1,1
546612,88,1,1
546717,28,1,1
546805,121,1,1
546836,45,1,1
547006,129,1,1
547365,74,1,1
547506,72,13,18
547624,49,1,1
547738,68,1,1
547834,92,1,1
547852,114,9,9
547933,103,1,1
548132,115,1,2
548219,126,1,2
548257,18,1,1
548479,118,1,1
548514,15,1,1
548607,69,2,4
548718,23,1,1
548730,77,1,1
548772,49,45,60
548824,59,1,1
548868,22,1,1
548918,100,1,5
548949,12,1,1
549012,8,1,1
549148,96,1,1
549188,109,1,1
549321,22,1,1
549579,27,1,1
549672,96,1,1
549778,134,1,1
549798,27,1,1
549812,16,1,1
549863,136,1,1
549919,50,2,2
549938,94,1,1
550158,60,1,3
550243,43,1,1
550259,46,1,3
550337,14,1,1
550370,45,1,1
550414,78,1,1
550638,25,2,2
551053,53,1,1
551147,12,2,2
551250,113,1,1
551322,100,1,1
551398,127,1,2
551411,91,2,6
551469,116,1,1
551536,53,1,1
551650,127,1,1
551661,119,1,1
551746,28,1,2
551849,100,1,1
551852,22,1,1
552045,74,1,1
552123,22,1,3
552148,109,1,1
552160,7,1,1
552165,107,1,1
552247,53,1,1
552261,49,1,1
552498,32,1,1
552564,125,1,1
552571,73,1,1
553132,51,1,1
553179,92,1,2
553217,30,1,1
553226,46,1,1
553252,64,1,1
553273,103,1,2
553333,9,1,1
553624,22,1,4
553710,19,1,1
553749,8,2,2
553772,19,1,1
553965,131,1,1
553988,133,1,1
554203,126,1,1
554368,123,1,1
554424,136,1,1
554612,79,1,1
554737,13,1,2
554839,97,1,1
554892,17,1,1
555021,93,2,2
555045,72,1,1
555047,126,1,1
555094,109,1,1
555215,100,1,1
555251,39,2,3
555265,39,1,2
555329,42,1,1
555511,17,1,2
555519,3,1,1
555544,95,1,2
555583,95,1,1
555718,5,1,1
555744,28,1,1
555773,132,1,1
555876,24,1,1
555887,107,1,1
555946,7,1,1
556054,79,1,1
556101,58,1,1
556179,8,1,1
556360,2,1,1
556459,56,1,1
556610,22,1,1
556688,129,1,1
556819,128,2,2
556822,11,1,1
556880,29,1,1
556967,107,1,1
557182,26,1,1
557212,87,1,1
557470,21,1,2
557657,73,1,1
557693,137,2,2
557700,91,1,8
557811,56,1,1
558000,84,1,1
558068,6,1,1
558238,132,1,1
558258,59,1,1
558511,8,1,1
558691,74,1,1
558878,127,1,1
559278,114,2,2
559564,127,1,1
559692,57,1,1
559722,92,2,2
560304,28,1,2
560305,138,1,1
560361,96,1,1
560375,4,1,1
560579,29,1,1
560753,32,1,2
560785,86,1,1
560891,3,1,1
560961,67,1,1
561220,118,1,1
561236,77,1,1
561311,78,1,1
561388,49,1,1
561436,36,1,1
561441,94,1,1
561543,58,1,1
561581,17,1,1
561611,91,3,3
561982,74,2,2
562008,120,4,5
562286,30,1,1
562364,74,1,2
562495,73,1,1
562527,66,1,1
562813,84,1,2
562938,126,1,1
562956,70,1,1
563081,58,1,1
563104,10,1,1
563134,51,1,1
563313,9,1,1
563422,116,1,2
563448,67,1,1
563454,19,1,1
563495,15,1,1
563565,77,1,1
563592,74,1,1
563665,55,1,1
563685,32,1,1
563799,91,1,1
563979,66,1,1
564070,53,1,1
564150,71,1,1
564199,28,1,2
564398,99,1,1
564442,75,1,1
564572,63,1,1
564666,122,1,1
564689,86,1,1
564775,85,1,1
564895,8,1,1
564916,21,1,1
564986,94,1,1
564990,74,1,1
565078,108,1,1
565335,32,1,1
565386,118,1,1
565492,13,2,10
565562,49,1,1
565590,29,1,1
565617,8,1,1
565656,125,1,1
565788,116,1,2
565865,8,1,1
565892,16,1,1
565903,55,1,15
565943,72,1,1
565978,1,2,3
566009,17,2,4
566245,51,1,1
566355,114,1,1
566426,93,1,1
